A,(),"The first letter of the English and of many other alphabets. The capital A of the alphabets of Middle and Western Europe, as also the small letter (a), besides the forms in Italic, black letter, etc., are all descended from the old Latin A, which was borrowed from the Greek Alpha, of the same form; and this was made from the first letter (/) of the Phoenician alphabet, the equivalent of the Hebrew Aleph, and itself from the Egyptian origin. The Aleph was a consonant letter, with a guttural breath sound that was not an element of Greek articulation; and the Greeks took it to represent their vowel Alpha with the a sound, the Phoenician alphabet having no vowel symbols."
Absolutist,(a.),"Of or pertaining to absolutism; arbitrary; despotic; as, absolutist principles."
Absolutistic,(a.),Pertaining to absolutism; absolutist.
Absolutory,(a.),Serving to absolve; absolving.
Absolvable,(a.),That may be absolved.
Absolvatory,(a.),Conferring absolution; absolutory.
Absolved,(imp. & p. p.),of Absolve
Absolving,(p. pr. & vb. n.),of Absolve
Absolve,(v. t.),"To set free, or release, as from some obligation, debt, or responsibility, or from the consequences of guilt or such ties as it would be sin or guilt to violate; to pronounce free; as, to absolve a subject from his allegiance; to absolve an offender, which amounts to an acquittal and remission of his punishment."
Absolve,(v. t.),To free from a penalty; to pardon; to remit (a sin); -- said of the sin or guilt.
Absolve,(v. t.),To finish; to accomplish.
Absolve,(v. t.),To resolve or explain.
Absolvent,(a.),Absolving.
Absolvent,(n.),An absolver.
Absolver,(n.),One who absolves.
Absonant,(a.),Discordant; contrary; -- opposed to consonant.
Absonous,(a.),Discordant; inharmonious; incongruous.
Absorbed,(imp. & p. p.),of Absorb
Absorbing,(p. pr. & vb. n.),of Absorb
Absorb,(v. t.),To swallow up; to engulf; to overwhelm; to cause to disappear as if by swallowing up; to use up; to include.
Absorb,(v. t.),To suck up; to drink in; to imbibe; as a sponge or as the lacteals of the body.
Absorb,(v. t.),"To engross or engage wholly; to occupy fully; as, absorbed in study or the pursuit of wealth."
Absorb,(v. t.),"To take up by cohesive, chemical, or any molecular action, as when charcoal absorbs gases. So heat, light, and electricity are absorbed or taken up in the substances into which they pass."
Absorbability,(n.),The state or quality of being absorbable.
Absorbable,(a.),Capable of being absorbed or swallowed up.
Absorbedly,(adv.),In a manner as if wholly engrossed or engaged.
Absorbency,(n.),Absorptiveness.
Absorbent,(a.),Absorbing; swallowing; absorptive.
Absorbent,(n.),Anything which absorbs.
Absorbent,(n.),"Any substance which absorbs and neutralizes acid fluid in the stomach and bowels, as magnesia, chalk, etc.; also a substance e. g., iodine) which acts on the absorbent vessels so as to reduce enlarged and indurated parts."
Absorbent,(n.),"The vessels by which the processes of absorption are carried on, as the lymphatics in animals, the extremities of the roots in plants."
Absorber,(n.),"One who, or that which, absorbs."
Absorbing,(a.),"Swallowing, engrossing; as, an absorbing pursuit."
Absorbition,(n.),Absorption.
Absorpt,(a.),Absorbed.
Absorption,(n.),"The act or process of absorbing or sucking in anything, or of being absorbed and made to disappear; as, the absorption of bodies in a whirlpool, the absorption of a smaller tribe into a larger."
Absorption,(n.),"An imbibing or reception by molecular or chemical action; as, the absorption of light, heat, electricity, etc."
Absorption,(n.),"In living organisms, the process by which the materials of growth and nutrition are absorbed and conveyed to the tissues and organs."
Absorption,(n.),"Entire engrossment or occupation of the mind; as, absorption in some employment."
Absorptive,(a.),"Having power, capacity, or tendency to absorb or imbibe."
Absorptiveness,(n.),The quality of being absorptive; absorptive power.
Absorptivity,(n.),Absorptiveness.
Absquatulate,(v. i.),To take one's self off; to decamp.
Absque hoc,(),"The technical words of denial used in traversing what has been alleged, and is repeated."
Abstained,(imp. & p. p.),of Abstain
Abstaining,(p. pr. & vb. n.),of Abstain
Abstain,(v. i.),"To hold one's self aloof; to forbear or refrain voluntarily, and especially from an indulgence of the passions or appetites; -- with from."
Abstain,(v. t.),To hinder; to withhold.
Abstainer,(n.),"One who abstains; esp., one who abstains from the use of intoxicating liquors."
Abstemious,(a.),Abstaining from wine.
Abstemious,(a.),Sparing in diet; refraining from a free use of food and strong drinks; temperate; abstinent; sparing in the indulgence of the appetite or passions.
Abstemious,(a.),"Sparingly used; used with temperance or moderation; as, an abstemious diet."
Abstemious,(a.),"Marked by, or spent in, abstinence; as, an abstemious life."
Abstemious,(a.),Promotive of abstemiousness.
Abstemiousness,(n.),"The quality of being abstemious, temperate, or sparing in the use of food and strong drinks. It expresses a greater degree of abstinence than temperance."
Abstention,(a.),The act of abstaining; a holding aloof.
Abstentious,(a.),Characterized by abstinence; self-restraining.
Absterge,(v. t.),"To make clean by wiping; to wipe away; to cleanse; hence, to purge."
Abstergent,(a.),"Serving to cleanse, detergent."
Abstergent,(n.),"A substance used in cleansing; a detergent; as, soap is an abstergent."
Absterse,(v. t.),To absterge; to cleanse; to purge away.
Abstersion,(n.),Act of wiping clean; a cleansing; a purging.
Abstersive,(a.),Cleansing; purging.
Abstersive,(n.),Something cleansing.
Abstersiveness,(n.),The quality of being abstersive.
Abstinence,(n.),"The act or practice of abstaining; voluntary forbearance of any action, especially the refraining from an indulgence of appetite, or from customary gratifications of animal or sensual propensities. Specifically, the practice of abstaining from intoxicating beverages, -- called also total abstinence."
Abstinence,(n.),"The practice of self-denial by depriving one's self of certain kinds of food or drink, especially of meat."
Abstinency,(n.),Abstinence.
Abstinent,(a.),"Refraining from indulgence, especially from the indulgence of appetite; abstemious; continent; temperate."
Abstinent,(n.),One who abstains.
Abstinent,(n.),One of a sect who appeared in France and Spain in the 3d century.
Abstinently,(adv.),With abstinence.
Abstorted,(a.),Wrested away.
Abstract,(a.),Withdraw; separate.
Abstract,(a.),"Considered apart from any application to a particular object; separated from matter; existing in the mind only; as, abstract truth, abstract numbers. Hence: ideal; abstruse; difficult."
Abstract,(a.),"Expressing a particular property of an object viewed apart from the other properties which constitute it; -- opposed to concrete; as, honesty is an abstract word."
Abstract,(a.),"Resulting from the mental faculty of abstraction; general as opposed to particular; as, reptile is an abstract or general name."
Abstract,(a.),Abstracted; absent in mind.
Abstracted,(imp. & p. p.),of Abstract
Abstracting,(p. pr. & vb. n.),of Abstract
Abstract,(a.),To withdraw; to separate; to take away.
Abstract,(a.),"To draw off in respect to interest or attention; as, his was wholly abstracted by other objects."
Abstract,(a.),"To separate, as ideas, by the operation of the mind; to consider by itself; to contemplate separately, as a quality or attribute."
Abstract,(a.),To epitomize; to abridge.
Abstract,(a.),"To take secretly or dishonestly; to purloin; as, to abstract goods from a parcel, or money from a till."
Abstract,(a.),"To separate, as the more volatile or soluble parts of a substance, by distillation or other chemical processes. In this sense extract is now more generally used."
Abstract,(v. t.),To perform the process of abstraction.
Abstract,(a.),"That which comprises or concentrates in itself the essential qualities of a larger thing or of several things. Specifically: A summary or an epitome, as of a treatise or book, or of a statement; a brief."
Abstract,(a.),"A state of separation from other things; as, to consider a subject in the abstract, or apart from other associated things."
Abstract,(a.),An abstract term.
Abstract,(a.),A powdered solid extract of a vegetable substance mixed with sugar of milk in such proportion that one part of the abstract represents two parts of the original substance.
Abstracted,(a.),Separated or disconnected; withdrawn; removed; apart.
Abstracted,(a.),Separated from matter; abstract; ideal.
Abstracted,(a.),Abstract; abstruse; difficult.
Abstracted,(a.),Inattentive to surrounding objects; absent in mind.
Abstractedly,(adv.),In an abstracted manner; separately; with absence of mind.
Abstractedness,(n.),The state of being abstracted; abstract character.
Abstracter,(n.),"One who abstracts, or makes an abstract."
Abstraction,(a.),"The act of abstracting, separating, or withdrawing, or the state of being withdrawn; withdrawal."
Abstraction,(a.),"The act process of leaving out of consideration one or more properties of a complex object so as to attend to others; analysis. Thus, when the mind considers the form of a tree by itself, or the color of the leaves as separate from their size or figure, the act is called abstraction. So, also, when it considers whiteness, softness, virtue, existence, as separate from any particular objects."
Abstraction,(a.),"An idea or notion of an abstract, or theoretical nature; as, to fight for mere abstractions."
Abstraction,(a.),"A separation from worldly objects; a recluse life; as, a hermit's abstraction."
Abstraction,(a.),Absence or absorption of mind; inattention to present objects.
Abstraction,(a.),The taking surreptitiously for one's own use part of the property of another; purloining.
Abstraction,(a.),A separation of volatile parts by the act of distillation.
Abstractional,(a.),Pertaining to abstraction.
Abstractionist,(n.),An idealist.
Abstractitious,(a.),Obtained from plants by distillation.
Abstractive,(a.),Having the power of abstracting; of an abstracting nature.
Abstractively,(adv.),In a abstract manner; separately; in or by itself.
Abstractiveness,(n.),The quality of being abstractive; abstractive property.
Abstractly,(adv.),"In an abstract state or manner; separately; absolutely; by itself; as, matter abstractly considered."
Abstractness,(n.),The quality of being abstract.
Abstringe,(v. t.),To unbind.
Abstrude,(v. t.),To thrust away.
Abstruse,(a.),Concealed or hidden out of the way.
Abstruse,(a.),"Remote from apprehension; difficult to be comprehended or understood; recondite; as, abstruse learning."
Abstrusely,(adv.),In an abstruse manner.
Abstruseness,(n.),The quality of being abstruse; difficulty of apprehension.
Abstrusion,(n.),The act of thrusting away.
Abstrusity,(n.),Abstruseness; that which is abstruse.
Absume,(v. t.),To consume gradually; to waste away.
Absumption,(n.),Act of wasting away; a consuming; extinction.
Absurd,(a.),"Contrary to reason or propriety; obviously and fiatly opposed to manifest truth; inconsistent with the plain dictates of common sense; logically contradictory; nonsensical; ridiculous; as, an absurd person, an absurd opinion; an absurd dream."
Absurd,(n.),An absurdity.
Absurdities,(pl. ),of Absurdity
Absurdity,(n.),"The quality of being absurd or inconsistent with obvious truth, reason, or sound judgment."
Absurdity,(n.),That which is absurd; an absurd action; a logical contradiction.
Absurdly,(adv.),In an absurd manner.
Absurdness,(n.),Absurdity.
Abuna,(n.),"The Patriarch, or head of the Abyssinian Church."
Abundance,(n.),"An overflowing fullness; ample sufficiency; great plenty; profusion; copious supply; superfluity; wealth: -- strictly applicable to quantity only, but sometimes used of number."
Abundant,(a.),"Fully sufficient; plentiful; in copious supply; -- followed by in, rarely by with."
Abundantly,(adv.),In a sufficient degree; fully; amply; plentifully; in large measure.
Aburst,(adv.),In a bursting condition.
Abusable,(a.),That may be abused.
Abusage,(n.),Abuse.
Abused,(imp. & p. p.),of Abuse
Abusing,(p. pr. & vb. n.),of Abuse
Abuse,(v. t.),"To put to a wrong use; to misapply; to misuse; to put to a bad use; to use for a wrong purpose or end; to pervert; as, to abuse inherited gold; to make an excessive use of; as, to abuse one's authority."
Abuse,(v. t.),"To use ill; to maltreat; to act injuriously to; to punish or to tax excessively; to hurt; as, to abuse prisoners, to abuse one's powers, one's patience."
Abuse,(v. t.),To revile; to reproach coarsely; to disparage.
Abuse,(v. t.),To dishonor.
Abuse,(v. t.),To violate; to ravish.
Abuse,(v. t.),To deceive; to impose on.
Abuse,(v. t.),"Improper treatment or use; application to a wrong or bad purpose; misuse; as, an abuse of our natural powers; an abuse of civil rights, or of privileges or advantages; an abuse of language."
Abuse,(v. t.),Physical ill treatment; injury.
Abuse,(v. t.),"A corrupt practice or custom; offense; crime; fault; as, the abuses in the civil service."
Abuse,(v. t.),"Vituperative words; coarse, insulting speech; abusive language; virulent condemnation; reviling."
Abuse,(v. t.),"Violation; rape; as, abuse of a female child."
Abuseful,(a.),Full of abuse; abusive.
Abuser,(n.),One who abuses [in the various senses of the verb].
Abusion,(v. t.),Evil or corrupt usage; abuse; wrong; reproach; deception; cheat.
Abusive,(a.),Wrongly used; perverted; misapplied.
Abusive,(a.),"Given to misusing; also, full of abuses."
Abusive,(a.),"Practicing abuse; prone to ill treat by coarse, insulting words or by other ill usage; as, an abusive author; an abusive fellow."
Abusive,(a.),"Containing abuse, or serving as the instrument of abuse; vituperative; reproachful; scurrilous."
Abusive,(a.),Tending to deceive; fraudulent; cheating.
Abusively,(adv.),In an abusive manner; rudely; with abusive language.
Abusiveness,(n.),"The quality of being abusive; rudeness of language, or violence to the person."
Abutted,(imp. & p. p.),of Abut
Abutting,(p. pr. & vb. n.),of Abut
Abut,(v. i.),"To project; to terminate or border; to be contiguous; to meet; -- with on, upon, or against; as, his land abuts on the road."
Abutilon,(n.),"A genus of malvaceous plants of many species, found in the torrid and temperate zones of both continents; -- called also Indian mallow."
Abutment,(n.),State of abutting.
Abutment,(n.),That on or against which a body abuts or presses
Abutment,(n.),"The solid part of a pier or wall, etc., which receives the thrust or lateral pressure of an arch, vault, or strut."
Abutment,(n.),"A fixed point or surface from which resistance or reaction is obtained, as the cylinder head of a steam engine, the fulcrum of a lever, etc."
Abutment,(n.),"In breech-loading firearms, the block behind the barrel which receives the pressure due to recoil."
Abuttal,(n.),"The butting or boundary of land, particularly at the end; a headland."
Abutter,(n.),"One who, or that which, abuts. Specifically, the owner of a contiguous estate; as, the abutters on a street or a river."
Abuzz,(a.),In a buzz; buzzing.
Abought,(imp. & p. p.),of Abye
Aby,(v. t. & i.),Alt. of Abye
Abye,(v. t. & i.),To pay for; to suffer for; to atone for; to make amends for; to give satisfaction.
Abye,(v. t. & i.),To endure; to abide.
Abysm,(n.),An abyss; a gulf.
Abysmal,(a.),"Pertaining to, or resembling, an abyss; bottomless; unending; profound."
Abysmally,(adv.),To a fathomless depth; profoundly.
Abyss,(n.),"A bottomless or unfathomed depth, gulf, or chasm; hence, any deep, immeasurable, and, specifically, hell, or the bottomless pit."
Abyss,(n.),Infinite time; a vast intellectual or moral depth.
Abyss,(n.),The center of an escutcheon.
Abyssal,(a.),"Belonging to, or resembling, an abyss; unfathomable."
Abyssinian,(a.),Of or pertaining to Abyssinia.
Abyssinian,(n.),A native of Abyssinia.
Abyssinian,(n.),A member of the Abyssinian Church.
Acacia,(n.),"A roll or bag, filled with dust, borne by Byzantine emperors, as a memento of mortality. It is represented on medals."
Acacias,(pl. ),of Acacia
Acaciae,(pl. ),of Acacia
Acacia,(n.),"A genus of leguminous trees and shrubs. Nearly 300 species are Australian or Polynesian, and have terete or vertically compressed leaf stalks, instead of the bipinnate leaves of the much fewer species of America, Africa, etc. Very few are found in temperate climates."
Acacia,(n.),"The inspissated juice of several species of acacia; -- called also gum acacia, and gum arabic."
Acacin,(n.),Alt. of Acacine
Acacine,(n.),Gum arabic.
Academe,(n.),An academy.
Academial,(a.),Academic.
Academian,(n.),"A member of an academy, university, or college."
Academic,(a.),Alt. of Academical
Academical,(a.),"Belonging to the school or philosophy of Plato; as, the Academic sect or philosophy."
Academical,(a.),"Belonging to an academy or other higher institution of learning; scholarly; literary or classical, in distinction from scientific."
Academic,(n.),One holding the philosophy of Socrates and Plato; a Platonist.
Academic,(n.),"A member of an academy, college, or university; an academician."
Academically,(adv.),In an academical manner.
Academicals,(n. pl.),The articles of dress prescribed and worn at some colleges and universities.
Academician,(n.),"A member of an academy, or society for promoting science, art, or literature, as of the French Academy, or the Royal Academy of arts."
Academician,(n.),A collegian.
Academicism,(n.),A tenet of the Academic philosophy.
Academicism,(n.),A mannerism or mode peculiar to an academy.
Academism,(n.),The doctrines of the Academic philosophy.
Academist,(n.),An Academic philosopher.
Academist,(n.),An academician.
Academies,(pl. ),of Academy
Academy,(n.),"A garden or grove near Athens (so named from the hero Academus), where Plato and his followers held their philosophical conferences; hence, the school of philosophy of which Plato was head."
Academy,(n.),"An institution for the study of higher learning; a college or a university. Popularly, a school, or seminary of learning, holding a rank between a college and a common school."
Academy,(n.),A place of training; a school.
Academy,(n.),"A society of learned men united for the advancement of the arts and sciences, and literature, or some particular art or science; as, the French Academy; the American Academy of Arts and Sciences; academies of literature and philology."
Academy,(n.),"A school or place of training in which some special art is taught; as, the military academy at West Point; a riding academy; the Academy of Music."
Acadian,(a.),"Of or pertaining to Acadie, or Nova Scotia."
Acadian,(n.),A native of Acadie.
Acajou,(n.),"The cashew tree; also, its fruit. See Cashew."
Acajou,(n.),"The mahogany tree; also, its timber."
Acalephs,(pl. ),of Acalephan
Acalephans,(pl. ),of Acalephan
Acaleph,(n.),Alt. of Acalephan
Acalephan,(n.),One of the Acalephae.
Acalephae,(n. pl.),"A group of Coelenterata, including the Medusae or jellyfishes, and hydroids; -- so called from the stinging power they possess. Sometimes called sea nettles."
Acalephoid,(a.),Belonging to or resembling the Acalephae or jellyfishes.
Acalycine,(a.),Alt. of Acalysinous
Acalysinous,(a.),"Without a calyx, or outer floral envelope."
Acanth,(n.),Same as Acanthus.
Acantha,(n.),A prickle.
Acantha,(n.),A spine or prickly fin.
Acantha,(n.),The vertebral column; the spinous process of a vertebra.
Acanthaceous,(a.),"Armed with prickles, as a plant."
Acanthaceous,(a.),"Of, pertaining to, or resembling, the family of plants of which the acanthus is the type."
Acanthine,(a.),"Of, pertaining to, or resembling, the plant acanthus."
Acanthocarpous,(a.),Having the fruit covered with spines.
Acanthocephala,(n. pl.),"A group of intestinal worms, having the proboscis armed with recurved spines."
Acanthocephalous,(a.),"Having a spiny head, as one of the Acanthocephala."
Acanthophorous,(a.),Spine-bearing.
Acanthopodious,(a.),Having spinous petioles.
Acanthopteri,(n. pl.),A group of teleostean fishes having spiny fins. See Acanthopterygii.
Acanthopterous,(a.),Spiny-winged.
Acanthopterous,(a.),Acanthopterygious.
Acanthopterygian,(a.),"Belonging to the order of fishes having spinose fins, as the perch."
Acanthopterygian,(n.),A spiny-finned fish.
Acanthopterygii,(n. pl.),"An order of fishes having some of the rays of the dorsal, ventral, and anal fins unarticulated and spinelike, as the perch."
Acanthopterygious,(a.),Having fins in which the rays are hard and spinelike; spiny-finned.
Acanthuses,(pl. ),of Acanthus
Acanthi,(pl. ),of Acanthus
Acanthus,(n.),"A genus of herbaceous prickly plants, found in the south of Europe, Asia Minor, and India; bear's-breech."
Acanthus,(n.),An ornament resembling the foliage or leaves of the acanthus (Acanthus spinosus); -- used in the capitals of the Corinthian and Composite orders.
A cappella,(),"In church or chapel style; -- said of compositions sung in the old church style, without instrumental accompaniment; as, a mass a capella, i. e., a mass purely vocal."
A cappella,(),"A time indication, equivalent to alla breve."
Acapsular,(a.),Having no capsule.
Acardiac,(a.),"Without a heart; as, an acardiac fetus."
Acaridan,(n.),"One of a group of arachnids, including the mites and ticks."
Acarina,(n. pl.),"The group of Arachnida which includes the mites and ticks. Many species are parasitic, and cause diseases like the itch and mange."
Acarine,(a.),"Of or caused by acari or mites; as, acarine diseases."
Acaroid,(a.),Shaped like or resembling a mite.
Acarpellous,(a.),Having no carpels.
Acarpous,(a.),Not producing fruit; unfruitful.
Acari,(pl. ),of Acarus
Acarus,(n.),A genus including many species of small mites.
Acatalectic,(a.),"Not defective; complete; as, an acatalectic verse."
Acatalectic,(n.),A verse which has the complete number of feet and syllables.
Acatalepsy,(n.),"Incomprehensibility of things; the doctrine held by the ancient Skeptic philosophers, that human knowledge never amounts to certainty, but only to probability."
Acataleptic,(a.),Incapable of being comprehended; incomprehensible.
Acater,(n.),See Caterer.
Acates,(n. pl.),See Cates.
Acaudate,(a.),Tailless.
Acaulescent,(a.),"Having no stem or caulis, or only a very short one concealed in the ground."
Acauline,(a.),Same as Acaulescent.
Acaulose,(a.),Alt. of Acaulous
Acaulous,(a.),Same as Acaulescent.
Accadian,(a.),Pertaining to a race supposed to have lived in Babylonia before the Assyrian conquest.
Acceded,(imp. & p. p.),of Accede
Acceding,(p. pr. & vb. n.),of Accede
Accede,(v. i.),To approach; to come forward; -- opposed to recede.
Accede,(v. i.),To enter upon an office or dignity; to attain.
Accede,(v. i.),"To become a party by associating one's self with others; to give one's adhesion. Hence, to agree or assent to a proposal or a view; as, he acceded to my request."
Accedence,(n.),The act of acceding.
Acceder,(n.),One who accedes.
Accelerando,(a.),Gradually accelerating the movement.
Accelerated,(imp. & p. p.),of Accelerate
Accelerating,(p. pr. & vb. n.),of Accelerate
Accelerate,(v. t.),To cause to move faster; to quicken the motion of; to add to the speed of; -- opposed to retard.
Accelerate,(v. t.),"To quicken the natural or ordinary progression or process of; as, to accelerate the growth of a plant, the increase of wealth, etc."
Accelerate,(v. t.),"To hasten, as the occurence of an event; as, to accelerate our departure."
Acceleration,(n.),"The act of accelerating, or the state of being accelerated; increase of motion or action; as, a falling body moves toward the earth with an acceleration of velocity; -- opposed to retardation."
Accelerative,(a.),Relating to acceleration; adding to velocity; quickening.
Accelerator,(n.),"One who, or that which, accelerates. Also as an adj.; as, accelerator nerves."
Acceleratory,(a.),Accelerative.
Accelerograph,(n.),"An apparatus for studying the combustion of powder in guns, etc."
Accelerometer,(n.),An apparatus for measuring the velocity imparted by gunpowder.
Accend,(v. t.),To set on fire; to kindle.
Accendibility,(n.),"Capacity of being kindled, or of becoming inflamed; inflammability."
Accendible,(a.),Capable of being inflamed or kindled; combustible; inflammable.
Accension,(n.),The act of kindling or the state of being kindled; ignition.
Accensor,(n.),One of the functionaries who light and trim the tapers.
Accent,(n.),"A superior force of voice or of articulative effort upon some particular syllable of a word or a phrase, distinguishing it from the others."
Accent,(n.),"A mark or character used in writing, and serving to regulate the pronunciation; esp.: (a) a mark to indicate the nature and place of the spoken accent; (b) a mark to indicate the quality of sound of the vowel marked; as, the French accents."
Accent,(n.),"Modulation of the voice in speaking; manner of speaking or pronouncing; peculiar or characteristic modification of the voice; tone; as, a foreign accent; a French or a German accent."
Accent,(n.),A word; a significant tone
Accent,(n.),expressions in general; speech.
Accent,(n.),Stress laid on certain syllables of a verse.
Accent,(n.),"A regularly recurring stress upon the tone to mark the beginning, and, more feebly, the third part of the measure."
Accent,(n.),"A special emphasis of a tone, even in the weaker part of the measure."
Accent,(n.),"The rhythmical accent, which marks phrases and sections of a period."
Accent,(n.),The expressive emphasis and shading of a passage.
Accent,(n.),"A mark placed at the right hand of a letter, and a little above it, to distinguish magnitudes of a similar kind expressed by the same letter, but differing in value, as y', y''."
Accent,(n.),"A mark at the right hand of a number, indicating minutes of a degree, seconds, etc.; as, 12'27'', i. e., twelve minutes twenty seven seconds."
Accent,(n.),"A mark used to denote feet and inches; as, 6' 10'' is six feet ten inches."
Accented,(imp. & p. p.),of Accent
Accenting,(p. pr. & vb. n.),of Accent
Accent,(v. t.),To express the accent of (either by the voice or by a mark); to utter or to mark with accent.
Accent,(v. t.),To mark emphatically; to emphasize.
Accentless,(a.),Without accent.
Accentor,(n.),One who sings the leading part; the director or leader.
Accentor,(n.),"A genus of European birds (so named from their sweet notes), including the hedge warbler. In America sometimes applied to the water thrushes."
Accentuable,(a.),Capable of being accented.
Accentual,(a.),Of or pertaining to accent; characterized or formed by accent.
Accentuality,(n.),The quality of being accentual.
Accentually,(adv.),In an accentual manner; in accordance with accent.
Accentuated,(imp. & p. p.),of Accentuate
Accentuating,(p. pr. & vb. n.),of Accentuate
Accentuate,(v. t.),To pronounce with an accent or with accents.
Accentuate,(v. t.),To bring out distinctly; to make prominent; to emphasize.
Accentuate,(v. t.),To mark with the written accent.
Accentuation,(n.),Act of accentuating; applications of accent.
Accentuation,(n.),pitch or modulation of the voice in reciting portions of the liturgy.
Accepted,(imp. & p. p.),of Accept
Accepting,(p. pr. & vb. n.),of Accept
Accept,(v. t.),"To receive with a consenting mind (something offered); as, to accept a gift; -- often followed by of."
Accept,(v. t.),To receive with favor; to approve.
Accept,(v. t.),"To receive or admit and agree to; to assent to; as, I accept your proposal, amendment, or excuse."